Gene Synonym,Gene name
FLJ34960,KLHL34
RP11-450P7.3,KLHL34
C16orf44,KLHL36
FLJ12543,KLHL36
C8ORFK36,KLHL38
Klk6,KLK1
killin,KLLN
killin,KLLN
CD94,KLRD1
2F1,KLRG1
CLEC15A,KLRG1
MAFA,KLRG1
MAFA-L,KLRG1
CLEC15B,KLRG2
FLJ44186,KLRG2
CD314,KLRK1
D12S2489E,KLRK1
KLR,KLRK1
NKG2-D,KLRK1
NKG2D,KLRK1
LOC101928100,KLRK1-AS1
SET07p,KMT5AP1
SET07p,KMT5AP1
SETD8P1,KMT5AP1
SETD8P1,KMT5AP1
MGC2705,KMT5C
SUV420H2,KMT5C
bB439H18.3,KNDC1
C10orf23,KNDC1
FLJ25027,KNDC1
KIAA1768,KNDC1
RASGEF2,KNDC1
v-KIND,KNDC1
Very-KIND,KNDC1
IPOA1,KPNA2
PTAC58,KPNA2
QIP2,KPNA2
RCH1,KPNA2
SRP1alpha,KPNA2
hSRP1,KPNA3
IPOA4,KPNA3
SRP1gamma,KPNA3
SRP4,KPNA3
IPOA8,KPNA7
IMB1,KPNB1
Impnb,KPNB1
IPO1,KPNB1
IPOB,KPNB1
MGC2155,KPNB1
MGC2156,KPNB1
MGC2157,KPNB1
NTF97,KPNB1
KRAS1P,KRASP1
FLJ20344,KRBOX4
ZNF673,KRBOX4
ZNF720P1,KRBOX5P1
FLJ22333,KRCC1
KREMEN,KREMEN1
KRM1,KREMEN1
KRM2,KREMEN2
MGC10791,KREMEN2
FLJ12949,KRI1
EHK1,KRT1
KRT1A,KRT1
KRT2A,KRT2
KRTE,KRT2
OTTHUMG00000135122,KRT8P2
K12,KRT12
KRT14P,KRT16P1
dJ25J6.3,KRT18P1
dJ25J6.3,KRT18P1
dJ25J6.3,KRT18P1
dJ25J6.3,KRT18P1
dJ25J6.3,KRT18P1
OTTHUMG00000078062,KRT18P2
bA359G22.1,KRT18P3
OTTHUMG00000032046,KRT18P3
dJ963K23.1,KRT18P4
OTTHUMG00000032705,KRT18P4
KRT18L1,KRT18P11
KRT18L3,KRT18P13
KRT18L4,KRT18P14
CK20,KRT20
K20,KRT20
MGC35423,KRT20
CK23,KRT23
DKFZP434G032,KRT23
HAIK1,KRT23
K23,KRT23
MGC26158,KRT23
Ha-1,KRT31
KRTHA1,KRT31
Ha-3I,KRT33A
Krt1-3,KRT33A
KRTHA3A,KRT33A
Ha-3II,KRT33B
KRTHA3B,KRT33B
Ha-4,KRT34
KRTHA4,KRT34
KRTHA7,KRT37
KA35,KRT39
FLJ36600,KRT40
KA36,KRT40
HUMCYT2A,KRT76
KRT2B,KRT76
KRT2P,KRT76
KRT1B,KRT77
KRT3P1,KRT127P
HB2A,KRTAP1-1
KAP1.1,KRTAP1-1
KAP1.1A,KRTAP1-1
KAP1.1B,KRTAP1-1
KAP1.3,KRTAP1-3
KAP1.4,KRTAP1-4
KAP1.5,KRTAP1-5
KAP2.1A,KRTAP2-1
KAP2.3,KRTAP2-3
KAP2.4,KRTAP2-4
KAP2A,KRTAP2-5P
KRTAP2P1,KRTAP2-5P
KAP3.1,KRTAP3-1
KAP3.2,KRTAP3-2
KAP3.3,KRTAP3-3
KAP3A,KRTAP3-4P
KRTAP3P1,KRTAP3-4P
KAP4.8,KRTAP4-8
KAP4.9,KRTAP4-9
KAP4.11,KRTAP4-11
KAP4.14,KRTAP4-11
KRTAP4-14,KRTAP4-11
KAP4.12,KRTAP4-12
KAP4A,KRTAP4-16
KRTAP4-16P,KRTAP4-16
KRTAP4P1,KRTAP4-16
KRN1L,KRTAP5-1
KRN1L,KRTAP5-1
KRTAP5.1,KRTAP5-1
KRTAP5.1,KRTAP5-1
KRTAP5-8,KRTAP5-2
KRTAP5-8,KRTAP5-2
KRTAP5.2,KRTAP5-2
KRTAP5.2,KRTAP5-2
KRTAP5-9,KRTAP5-3
KRTAP5-9,KRTAP5-3
KRTAP5.3,KRTAP5-3
KRTAP5.3,KRTAP5-3
KRTAP5.4,KRTAP5-4
KRTAP5.4,KRTAP5-4
KRTAP5-11,KRTAP5-5
KRTAP5-11,KRTAP5-5
KRTAP5.5,KRTAP5-5
KRTAP5.5,KRTAP5-5
KRTAP5.6,KRTAP5-6
C21orf103,KRTAP6-1
KAP6.1,KRTAP6-1
KAP6.2,KRTAP6-2
KAP6.3,KRTAP6-3
KAP7.1,KRTAP7-1
KAP8.1,KRTAP8-1
KAP8A,KRTAP8-2P
KRTAP8P1,KRTAP8-2P
KAP8B,KRTAP8-3P
KRTAP8P2,KRTAP8-3P
KAP9.2,KRTAP9-2
KAP9.2,KRTAP9-2
KAP9.3,KRTAP9-3
KAP9.4,KRTAP9-4
KAP9.4,KRTAP9-4
KAP9.6,KRTAP9-6
KRTAP9L2,KRTAP9-6
KAP9.7,KRTAP9-7
KRTAP9L1,KRTAP9-7
KAP9.5,KRTAP9-9
KAP9.5,KRTAP9-9
KAP9.9,KRTAP9-9
KAP9.9,KRTAP9-9
KRTAP9-5,KRTAP9-9
KRTAP9-5,KRTAP9-9
KAP9A,KRTAP9-11P
KRTAP9P1,KRTAP9-11P
KAP10.1,KRTAP10-1
KAP18.1,KRTAP10-1
KRTAP18-1,KRTAP10-1
KAP10.2,KRTAP10-2
KAP18.2,KRTAP10-2
KRTAP18-2,KRTAP10-2
KAP10.3,KRTAP10-3
KAP18.3,KRTAP10-3
KRTAP18-3,KRTAP10-3
KAP10.4,KRTAP10-4
KRTAP18-4,KRTAP10-4
KRTAP18.4,KRTAP10-4
KAP10.5,KRTAP10-5
KAP18.5,KRTAP10-5
KRTAP18-5,KRTAP10-5
KAP10.6,KRTAP10-6
KAP18.6,KRTAP10-6
KRTAP18-6,KRTAP10-6
KRTAP18.6,KRTAP10-6
KAP10.7,KRTAP10-7
KAP18.7,KRTAP10-7
KRTAP18-7,KRTAP10-7
KAP10.8,KRTAP10-8
KRTAP18-8,KRTAP10-8
KRTAP18.8,KRTAP10-8
KAP10.9,KRTAP10-9
KAP18.9,KRTAP10-9
KRTAP18-9,KRTAP10-9
KAP10.10,KRTAP10-10
KAP18.10,KRTAP10-10
KRTAP18-10,KRTAP10-10
KAP10.11,KRTAP10-11
KAP18.11,KRTAP10-11
KRTAP18-11,KRTAP10-11
KRTAP18.11,KRTAP10-11
KAP10.12,KRTAP10-12
KRTAP18-12,KRTAP10-12
KRTAP18.12,KRTAP10-12
KAP11.1,KRTAP11-1
KAP12.1,KRTAP12-1
KRTAP12.1,KRTAP12-1
KAP12.2,KRTAP12-2
KRTAP12.2,KRTAP12-2
KRTAP12.3,KRTAP12-3
KRTAP12.4,KRTAP12-4
KRTAP12p1,KRTAP12-6P
KAP13.1,KRTAP13-1
KAP13-2,KRTAP13-2
KAP13.3,KRTAP13-3
KAP13.4,KRTAP13-4
KAP13A,KRTAP13-5P
KRTAP13P1,KRTAP13-5P
KAP13B,KRTAP13-6P
KRTAP13P2,KRTAP13-6P
KAP15.1,KRTAP15-1
KAP16.1,KRTAP16-1
KAP17.1,KRTAP17-1
KAP19.1,KRTAP19-1
KAP19.2,KRTAP19-2
KAP19.3,KRTAP19-3
KAP19.4,KRTAP19-4
KAP19.5,KRTAP19-5
KAP19.6,KRTAP19-6
KAP19.7,KRTAP19-7
KAP19A,KRTAP19-9P
KRTAP19P1,KRTAP19-9P
KAP19B,KRTAP19-10P
KRTAP19P2,KRTAP19-10P
KAP19C,KRTAP19-11P
KRTAP19P3,KRTAP19-11P
KAP20.1,KRTAP20-1
KAP20.2,KRTAP20-2
KAP19D,KRTAP20-3
KAP20.3,KRTAP20-3
KRTAP19P4,KRTAP20-3
KAP20.4,KRTAP20-4
KAP21.1,KRTAP21-1
KAP21.2,KRTAP21-2
KAP21A,KRTAP21-4P
KRTAP21P1,KRTAP21-4P
KAP22.1,KRTAP22-1
KAP22.2,KRTAP22-2
KAP23.1,KRTAP23-1
KAP24.1,KRTAP24-1
KAP25.1,KRTAP25-1
KAP29.2,KRTAP29-1
KAP29.2,KRTAP29-1
KDAP,KRTDAP
UNQ467,KRTDAP
FLJ25965,KSR2
MGC20419,KTI12
SBBI81,KTI12
TOT4,KTI12
CG1,KTN1
KIAA0004,KTN1
KNT,KTN1
FLJ33207,KY
CCBL1,KYAT1
GTK,KYAT1
KATI,KYAT1
CCBL2,KYAT3
KAT3,KYAT3
KATIII,KYAT3
RBM1,KYAT3
RP11-82K18.3,KYAT3
CAML1,L1CAM
CD171,L1CAM
HSAS,L1CAM
HSAS1,L1CAM
MASA,L1CAM
MIC5,L1CAM
NCAM-L1,L1CAM
S10,L1CAM
SPG1,L1CAM
LCA10,L1CAM-AS1
ECAT11,L1TD1
FLJ10884,L1TD1
C14orf160,L2HGDH
FLJ12618,L2HGDH
C14orf149,L3HYPDH
FLJ25436,L3HYPDH
dJ138B7.3,L3MBTL1
DKFZp586P1522,L3MBTL1
KIAA0681,L3MBTL1
L3MBTL,L3MBTL1
ZC2HC3,L3MBTL1
dJ756G23.3,L3MBTL2
DKFZP761I141,L3MBTL2
H-l(3)mbt-l,L3MBTL2
KIAA1798,L3MBTL3
FLJ35936,L3MBTL4
HsT1031,L3MBTL4
C13orf31,LACC1
FAMIN,LACC1
FLJ38725,LACC1
LACRITIN,LACRT
CGI-83,LACTB2
CVG5,LAGE3
DXS9879E,LAGE3
DXS9951E,LAGE3
ESO3,LAGE3
ITBA2,LAGE3
Pcc1,LAGE3
CD305,LAIR1
CD305,LAIR1
CD305,LAIR1
CD305,LAIR1
LAIR-1,LAIR1
LAIR-1,LAIR1
LAIR-1,LAIR1
LAIR-1,LAIR1
CD306,LAIR2
CD306,LAIR2
CD306,LAIR2
LAIR-2,LAIR2
LAIR-2,LAIR2
LAIR-2,LAIR2
LAMA,LAMA1
BM600-150kDa,LAMA3
epiligrin,LAMA3
kalinin-165kDa,LAMA3
LAMNA,LAMA3
nicein-150kDa,LAMA3
LAMA3,LAMA4
LAMB2,LAMC1
lnc-LAMC2-1:1,LAMC1-AS1
BM600-100kDa,LAMC2
EBR2,LAMC2
EBR2A,LAMC2
kalinin-105kDa,LAMC2
LAMB2T,LAMC2
LAMNB2,LAMC2
nicein-100kDa,LAMC2
DKFZp434E202,LAMC3
CD107a,LAMP1
CD107b,LAMP2
CD208,LAMP3
DC-LAMP,LAMP3
DCLAMP,LAMP3
LAMP,LAMP3
TSC403,LAMP3
BAD-LAMP,LAMP5
C20orf103,LAMP5
dJ1119D9.3,LAMP5
UNC-46,LAMP5
C11orf59,LAMTOR1
FLJ20625,LAMTOR1
p18,LAMTOR1
p27RF-Rho,LAMTOR1
Pdro,LAMTOR1
Ragulator1,LAMTOR1
MAP2K1IP1,LAMTOR3
MAPBP,LAMTOR3
MAPKSP1,LAMTOR3
MP1,LAMTOR3
Ragulator3,LAMTOR3
HBXIPL,LAMTOR5P1
HBXIPP1,LAMTOR5P1
FLJ42925,LANCL3
HUMORF13,LAPTM4A
KIAA0108,LAPTM4A
LAPTM4,LAPTM4A
MBNT,LAPTM4A
Mtrp,LAPTM4A
LC27,LAPTM4B
KIAA0609,LARGE1
LARGE,LARGE1
FLJ35207,LARGE2
GYLTL1B,LARGE2
PP5656,LARGE2
dJ221C16.7,LARP1P1
HCG10P,LARP1P1
acheron,LARP6
FLJ11196,LARP6
FLJ10595,LARS1
FLJ21788,LARS1
HSPC192,LARS1
LARS,LARS1
LEUS,LARS1
RNTLS,LARS1
FLJ12525,LAS1L
Las1,LAS1L
Lasp-1,LASP1
MLN50,LASP1
LINC02657,LASTR
WARTS,LATS1
BPIFD2,LBP
HPX6,LBX1
LBX1H,LBX1
FLJ41350,LBX1-AS1
C6orf152,LCA5
C21orf13,LCA5L
MGC33295,LCA5L
LINC00653,LCDR
KIAA0547,LCMT2
MGC9534,LCMT2
PPM2,LCMT2
TYW4,LCMT2
bA430N14.2,LCN1P1
bA430N14.2,LCN1P1
LCN1L1,LCN1P1
LCN1L1,LCN1P1
bA244N20.11,LCN1P2
bA244N20.11,LCN1P2
LCN1L2,LCN1P2
LCN1L2,LCN1P2
24p3,LCN2
NGAL,LCN2
LCN5,LCN8
MGC48935,LCN12
PRO6093,LCN15
UNQ2541,LCN15
FLJ45224,LCNL1
C10orf12,LCOR
DKFZP564P1916,LCOR
FLJ13022,LCOR
FLJ38026,LCOR
KIAA1795,LCOR
MLR2,LCOR
CP64,LCP1
L-PLASTIN,LCP1
LC64P,LCP1
PLS2,LCP1
SLP-76,LCP2
SLP76,LCP2
promethin,LDAF1
TMEM159,LDAF1
C2orf43,LDAH
FLJ21820,LDAH
CLIM2,LDB1
NLI,LDB1
CLIM1,LDB2
LDB1,LDB2
LINC01225,LDC1P
LDH6B,LDHAL6B
LDHAL6,LDHAL6B
LDHL,LDHAL6B
LDH6C,LDHAL6CP
LDHAL1,LDHAP1
LDHAL3,LDHAP3
LDHAL4,LDHAP4
LDHAL5,LDHAP5
LDHAL7,LDHAP7
LDHBL1,LDHBP1
LDHBL2,LDHBP2
LDHBP,LDHBP2
CT32,LDHC
LDLCQ2,LDLR
LRAD3,LDLRAD3
C18orf1,LDLRAD4
ARH,LDLRAP1
ARH2,LDLRAP1
DKFZp586D0624,LDLRAP1
FHCB1,LDLRAP1
FHCB2,LDLRAP1
MGC34705,LDLRAP1
BCUR1,LDOC1
Mar7,LDOC1
Mart7,LDOC1
RTL7,LDOC1
SIRH7,LDOC1
chm-II,LECT2
chm2,LECT2
KIAA1932,LENG8
KIAA1932,LENG8
KIAA1932,LENG8
MGC40108,LENG8
MGC40108,LENG8
MGC40108,LENG8
pp13842,LENG8
pp13842,LENG8
pp13842,LENG8
OB,LEP
OBS,LEP
FLJ90360,LEPROT
OB-RGRP,LEPROT
OBRGRP,LEPROT
VPS55,LEPROT
my047,LEPROTL1
Vps55,LEPROTL1
SLC55A1,LETM1
FLJ25409,LETM2
SLC55A2,LETM2
GBP,LGALS1
HL14,LGALS2
GALIG,LGALS3
LGALS2,LGALS3
MAC-2,LGALS3
GAL4,LGALS4
GAL7,LGALS7
LGALS7A,LGALS7
PIG1,LGALS7
TP53I1,LGALS7
GAL7,LGALS7B
EPITEMPIN,LGI1
EPT,LGI1
ETL1,LGI1
IB1099,LGI1
LGMN1,LGMN
PRSC1,LGMN
LGMN2P,LGMNP1
GPR48,LGR4
FEX,LGR5
GPR49,LGR5
GPR67,LGR5
HG38,LGR5
GLULD1,LGSN
LGS,LGSN
CGB4,LHB
hLHB,LHB
LSH-B,LHB
HHG,LHCGR
LCGR,LHCGR
LGR2,LHCGR
LHR,LHCGR
ULG5,LHCGR
KIAA0206,LHFPL2
LHFP,LHFPL6
MGC22429,LHFPL6
bA9F11.1,LHFPL7
TMEM211,LHFPL7
HDHD2B,LHPP
LIM-1,LHX1
LIM1,LHX1
LAS,LIAS
CDF,LIF
DIA,LIF
HILDA,LIF
Lnc-LIF-AS,LIF-AS1
CD118,LIFR
LIG2,LIG3
LIG3alpha,LIG3
CD85i,LILRA1
CD85i,LILRA1
CD85i,LILRA1
LIR-6,LILRA1
LIR-6,LILRA1
LIR-6,LILRA1
LIR6,LILRA1
LIR6,LILRA1
LIR6,LILRA1
CD85h,LILRA2
CD85h,LILRA2
CD85h,LILRA2
ILT1,LILRA2
ILT1,LILRA2
ILT1,LILRA2
LIR-7,LILRA2
LIR-7,LILRA2
LIR-7,LILRA2
LIR7,LILRA2
LIR7,LILRA2
LIR7,LILRA2
CD85e,LILRA3
CD85e,LILRA3
CD85e,LILRA3
CD85e,LILRA3
HM31,LILRA3
HM31,LILRA3
HM31,LILRA3
HM31,LILRA3
HM43,LILRA3
HM43,LILRA3
HM43,LILRA3
HM43,LILRA3
ILT6,LILRA3
ILT6,LILRA3
ILT6,LILRA3
ILT6,LILRA3
LIR-4,LILRA3
LIR-4,LILRA3
LIR-4,LILRA3
LIR-4,LILRA3
LIR4,LILRA3
LIR4,LILRA3
LIR4,LILRA3
LIR4,LILRA3
CD85g,LILRA4
CD85g,LILRA4
CD85g,LILRA4
ILT7,LILRA4
ILT7,LILRA4
ILT7,LILRA4
CD85,LILRA5
CD85,LILRA5
CD85,LILRA5
CD85,LILRA5
CD85f,LILRA5
CD85f,LILRA5
CD85f,LILRA5
CD85f,LILRA5
ILT11,LILRA5
ILT11,LILRA5
ILT11,LILRA5
ILT11,LILRA5
LILRB7,LILRA5
LILRB7,LILRA5
LILRB7,LILRA5
LILRB7,LILRA5
LIR9,LILRA5
LIR9,LILRA5
LIR9,LILRA5
LIR9,LILRA5
CD85b,LILRA6
CD85b,LILRA6
CD85b,LILRA6
CD85b,LILRA6
ILT8,LILRA6
ILT8,LILRA6
ILT8,LILRA6
ILT8,LILRA6
LILRB6,LILRA6
LILRB6,LILRA6
LILRB6,LILRA6
LILRB6,LILRA6
CD85,LILRB1
CD85,LILRB1
CD85,LILRB1
CD85,LILRB1
CD85j,LILRB1
CD85j,LILRB1
CD85j,LILRB1
CD85j,LILRB1
ILT2,LILRB1
ILT2,LILRB1
ILT2,LILRB1
ILT2,LILRB1
LIR-1,LILRB1
LIR-1,LILRB1
LIR-1,LILRB1
LIR-1,LILRB1
LIR1,LILRB1
LIR1,LILRB1
LIR1,LILRB1
LIR1,LILRB1
MIR-7,LILRB1
MIR-7,LILRB1
MIR-7,LILRB1
MIR-7,LILRB1
PIR-B,LILRB1
PIR-B,LILRB1
PIR-B,LILRB1
PIR-B,LILRB1
PIRB,LILRB1
PIRB,LILRB1
PIRB,LILRB1
PIRB,LILRB1
AC009892.10,LILRB1-AS1
CD85d,LILRB2
CD85d,LILRB2
CD85d,LILRB2
CD85d,LILRB2
ILT4,LILRB2
ILT4,LILRB2
ILT4,LILRB2
ILT4,LILRB2
LIR-2,LILRB2
LIR-2,LILRB2
LIR-2,LILRB2
LIR-2,LILRB2
LIR2,LILRB2
LIR2,LILRB2
LIR2,LILRB2
LIR2,LILRB2
MIR-10,LILRB2
MIR-10,LILRB2
MIR-10,LILRB2
MIR-10,LILRB2
MIR10,LILRB2
MIR10,LILRB2
MIR10,LILRB2
MIR10,LILRB2
CD85a,LILRB3
CD85a,LILRB3
CD85a,LILRB3
HL9,LILRB3
HL9,LILRB3
HL9,LILRB3
ILT5,LILRB3
ILT5,LILRB3
ILT5,LILRB3
LIR-3,LILRB3
LIR-3,LILRB3
LIR-3,LILRB3
LIR3,LILRB3
LIR3,LILRB3
LIR3,LILRB3
PIR-B,LILRB3
PIR-B,LILRB3
PIR-B,LILRB3
PIRB,LILRB3
PIRB,LILRB3
PIRB,LILRB3
CD85k,LILRB4
CD85k,LILRB4
CD85k,LILRB4
CD85k,LILRB4
HM18,LILRB4
HM18,LILRB4
HM18,LILRB4
HM18,LILRB4
ILT3,LILRB4
ILT3,LILRB4
ILT3,LILRB4
ILT3,LILRB4
LIR-5,LILRB4
LIR-5,LILRB4
LIR-5,LILRB4
LIR-5,LILRB4
LIR5,LILRB4
LIR5,LILRB4
LIR5,LILRB4
LIR5,LILRB4
CD85c,LILRB5
CD85c,LILRB5
CD85c,LILRB5
CD85c,LILRB5
LIR-8,LILRB5
LIR-8,LILRB5
LIR-8,LILRB5
LIR-8,LILRB5
LIR8,LILRB5
LIR8,LILRB5
LIR8,LILRB5
LIR8,LILRB5
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
CD85l,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
ILT9,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
LILRA6P,LILRP1
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
CD85m,LILRP2
CD85m,LILRP2
CD85m,LILRP2
ILT10,LILRP2
ILT10,LILRP2
ILT10,LILRP2
DKFZP686A01247,LIMCH1
LIMCH1A,LIMCH1
LMO7B,LIMCH1
MGC10986,LIMD2
dJ583P15.4,LIME1
FLJ20406,LIME1
LIME,LIME1
LIN-7B,LIN7B
MALS-2,LIN7B
VELI2,LIN7B
FLJ11215,LIN7C
LIN-7-C,LIN7C
LIN-7C,LIN7C
MALS-3,LIN7C
VELI3,LIN7C
CSDD2,LIN28B
FLJ16517,LIN28B
C6orf220,LIN28B-AS1
dJ439I14.1,LIN28B-AS1
LINC00577,LIN28B-AS1
F25965,LIN37
lin-37,LIN37
ZK418.4,LIN37
CXCDC1,LIN54
DKFZp686L1814,LIN54
JC8.6,LIN54
MIP120,LIN54
TCX1,LIN54
lincRNA-RoR,LINC-ROR
lincRNA-ST8SIA3,LINC-ROR
ROR,LINC-ROR
C20orf93,LINC00028
dJ1093G12.6,LINC00028
NCRNA00028,LINC00028
bA305P22.4,LINC00029
C20orf51,LINC00029
NCRNA00029,LINC00029
C8orf43,LINC00051
NCRNA00051,LINC00051
FLJ31461,LINC00052
NCRNA00052,LINC00052
TMEM83,LINC00052
NCRNA00102,LINC00102
OTTHUMT00000055623,LINC00102
CXYorf8,LINC00106
NCRNA00106,LINC00106
OTTHUMG00000021061,LINC00106
C21orf21,LINC00111
NCRNA00111,LINC00111
C21orf22,LINC00112
NCRNA00112,LINC00112
C21orf23,LINC00113
NCRNA00113,LINC00113
C21orf24,LINC00114
NCRNA00114,LINC00114
C21orf42,LINC00158
NCRNA00158,LINC00158
C21orf44,LINC00159
NCRNA00159,LINC00159
C21orf52,LINC00160
NCRNA00160,LINC00160
C21orf100,LINC00161
NCRNA00161,LINC00161
C21orf134,LINC00163
NCRNA00163,LINC00163
NLC1-A,LINC00163
NLC1A,LINC00163
C21orf135,LINC00165
NCRNA00165,LINC00165
NLC1-B,LINC00165
C21orf109,LINC00189
NCRNA00189,LINC00189
C10orf139,LINC00200
FLJ40354,LINC00200
NCRNA00200,LINC00200
NCRNA00205,LINC00205
NCRNA00207,LINC00207
C8orf14,LINC00208
NCRNA00208,LINC00208
NCRNA00211,LINC00211
C14orf98,LINC00221
NCRNA00221,LINC00221
C6orf181,LINC00222
dJ354J5.2,LINC00222
NCRNA00222,LINC00222
C14orf97,LINC00226
NCRNA00226,LINC00226
C22orf10,LINC00229
dJ474I12.C22.2,LINC00229
NCRNA00229,LINC00229
C16orf10,LINC00235
NCRNA00235,LINC00235
NCRNA00237,LINC00237
bA373D17.1,LINC00240
C6orf41,LINC00240
NCRNA00240,LINC00240
C6orf122,LINC00242
C6orf122,LINC00242
dJ266L20.5,LINC00242
dJ266L20.5,LINC00242
FLJ31451,LINC00242
FLJ31451,LINC00242
NCRNA00242,LINC00242
NCRNA00242,LINC00242
C8orf25,LINC00251
NCRNA00251,LINC00251
C16orf32,LINC00254
C16orf32,LINC00254
NCRNA00254,LINC00254
NCRNA00254,LINC00254
ALIEN,LINC00261
bA216C10.1,LINC00261
C20orf56,LINC00261
DEANR1,LINC00261
FALCOR,LINC00261
HCCDR1,LINC00261
LCAL62,LINC00261
NCRNA00261,LINC00261
onco-lncRNA-17,LINC00261
TCONS_00027846,LINC00261
NCRNA00265-2P,LINC00265-2P
NCRNA00265B,LINC00265-2P
NCRNA00265-3P,LINC00265-3P
NCRNA00265C,LINC00265-3P
CXorf62,LINC00269
FLJ33610,LINC00269
NCRNA00269,LINC00269
NCRNA00273,LINC00273
NCRNA00273-1,LINC00273
TOP,LINC00273
NCRNA00276,LINC00276
NCRNA00278,LINC00278
YY1BM,LINC00278
NCRNA00279,LINC00279
NCRNA00280,LINC00280
NCRNA00290,LINC00290
BEYLA,LINC00293
NCRNA00293,LINC00293
NCRNA00297,LINC00297
C11orf64,LINC00301
MGC39681,LINC00301
NCRNA00301,LINC00301
C16orf81,LINC00304
FLJ36701,LINC00304
NCRNA00304,LINC00304
C18orf20,LINC00305
HsT1235,LINC00305
MGC39571,LINC00305
NCRNA00305,LINC00305
D21S2091E,LINC00307
NCRNA00307,LINC00307
C21orf74,LINC00308
C21orf74,LINC00308
NCRNA00308,LINC00308
NCRNA00308,LINC00308
PRED16,LINC00308
PRED16,LINC00308
C21orf82,LINC00310
NCRNA00310,LINC00310
C21orf84,LINC00313
NCRNA00313,LINC00313
C21orf94,LINC00314
NCRNA00314,LINC00314
C21orf93,LINC00315
NCRNA00315,LINC00315
C21orf111,LINC00316
NCRNA00316,LINC00316
PRED59,LINC00316
